"time","error","location","ps_message"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getUsersNoGroup function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getInactiveUsers function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getEmptyGroups function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getUsersNoGroup function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getInactiveUsers function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getEmptyGroups function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getUsersNoGroup function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getInactiveUsers function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getEmptyGroups function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getUsersNoGroup function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getInactiveUsers function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getEmptyGroups function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getUsersNoGroup function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getInactiveUsers function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getEmptyGroups function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getUsersNoGroup function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getInactiveUsers function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getEmptyGroups function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getUsersNoGroup function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getInactiveUsers function"
"5/1/2020 11:51 AM","Unable to find a default server with Active Directory Web Services running.","master_script.ps1","An error has occured in the getEmptyGroups function"
